#{"t_start": 1645885074.804245, "env_id": null}
r,l,t,ground_state,abstract_state,decisions
7.227237,23,1058.515602,632,abstract_5_2,"['GREEDY', 'NAIVE', 'NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'NAIVE', 'NAIVE', 'PROACTIVE', 'PROACTIVE', 'NAIVE', 'NAIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY']"
69.075718,24,1161.847132,249,abstract_1_2,"['PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY']"
2.23747,16,1227.445115,41,abstract_0_2,"['NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'NAIVE']"
2.456229,16,1296.785444,308,abstract_2_0,"['NAIVE', 'PROACTIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE']"
40.95698,28,1408.964463,630,abstract_5_1,"['PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE']"
3.416736,18,1485.230369,506,abstract_2_3,"['GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'NAIVE', 'NAIVE', 'GREEDY']"
59.179085,25,1587.236578,858,abstract_5_3,"['NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'NAIVE', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'NAIVE']"
16.887075,27,1698.469426,598,abstract_4_1,"['GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE']"
53.83854,23,1791.726792,483,abstract_2_1,"['GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'NAIVE']"
10.319597,25,1896.998482,632,abstract_5_2,"['GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY']"
17.853395,28,2009.481519,392,abstract_0_2,"['GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE']"
87.769811,17,2082.169409,769,abstract_4_0,"['GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY']"
19.969881,16,2149.530182,583,abstract_4_1,"['PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
45.864639,17,2222.92267,731,abstract_7_3,"['GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
39.371941,27,2331.730255,729,abstract_7_2,"['NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY']"
47.576606,17,2405.615781,578,abstract_4_1,"['NAIVE', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY']"
50.144529,17,2476.201642,586,abstract_4_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY']"
98.000017,19,2557.402558,689,abstract_6_0,"['NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY']"
54.602033,20,2640.542773,776,abstract_4_2,"['NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
48.746858,16,2711.547496,7,abstract_0_1,"['NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
63.139273,17,2782.926642,350,abstract_3_3,"['GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'NAIVE', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY']"
44.577255,27,2893.778758,572,abstract_3_2,"['NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY']"
2.130123,17,2963.730315,627,abstract_5_1,"['PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
88.883225,18,3040.852243,779,abstract_4_3,"['PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE']"
98.571151,16,3109.612123,342,abstract_3_1,"['GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'NAIVE']"
91.029554,17,3182.326204,531,abstract_3_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY']"
35.55714,17,3251.608671,915,abstract_7_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
49.799281,28,3369.817454,315,abstract_2_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY']"
52.435449,29,3482.255915,400,abstract_0_0,"['GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
81.200436,16,3551.679484,871,abstract_6_1,"['NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
20.560403,18,3626.500947,409,abstract_0_2,"['GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
96.755672,17,3697.98736,921,abstract_7_2,"['GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
90.195299,16,3763.304542,300,abstract_2_2,"['GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY']"
48.081608,30,3891.501053,530,abstract_3_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
96.999427,17,3961.486672,914,abstract_7_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
89.430525,17,4035.147543,821,abstract_5_0,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY']"
4.637688,18,4108.240958,728,abstract_7_2,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
80.773972,21,4198.847949,1034,abstract_5_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
1.91464,17,4269.098912,634,abstract_5_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
49.309154,16,4338.619664,529,abstract_3_0,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
43.97945,25,4439.352698,630,abstract_5_1,"['GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
14.815526,16,4507.975858,437,abstract_1_0,"['GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
90.486405,16,4575.371274,192,abstract_0_0,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY']"
13.76953,16,4644.431432,54,abstract_1_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
57.088436,27,4749.814119,650,abstract_5_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE']"
42.440943,16,4818.871371,215,abstract_0_1,"['PROACTIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
42.230001,26,4923.405662,1116,abstract_7_2,"['NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
12.429895,17,4996.234218,603,abstract_4_3,"['PROACTIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
58.125759,26,5099.313196,538,abstract_3_3,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
54.245319,25,5203.252986,325,abstract_2_0,"['GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
10.640751,18,5278.405487,738,abstract_7_1,"['GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
86.460578,19,5358.53783,775,abstract_4_1,"['GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
97.838838,16,5426.032587,245,abstract_1_0,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
55.218836,27,5536.97094,1017,abstract_5_2,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY']"
102.174124,16,5604.629688,492,abstract_2_2,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
46.032617,17,5677.191211,696,abstract_6_2,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
2.394875,16,5743.083313,3,abstract_0_1,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY']"
96.295896,16,5812.672641,493,abstract_2_2,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY']"
20.373141,28,5925.104053,576,abstract_4_0,"['GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'PROACTIVE', 'PROACTIVE', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
28.408612,22,6016.730535,528,abstract_3_0,"['GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'GREEDY', 'NAIVE', 'GREEDY', 'GREEDY', 'GREEDY']"
