time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/loss
3913,37.18228347826087,963,46,0.13329999999999953,20.934782608695652,0,0.0001,762,3.4266366958618164
3968,36.33422491489362,976,47,0.12160000000000082,20.76595744680851,0,0.0001,775,5.409361839294434
4037,37.490105854166664,993,48,0.1063000000000005,20.6875,0,0.0001,792,1.9519621133804321
4107,38.627137673469385,1010,49,0.1,20.612244897959183,0,0.0001,809,1.9849680662155151
4174,38.9177194,1026,50,0.1,20.52,0,0.0001,825,2.396800994873047
4244,38.15441076470588,1043,51,0.1,20.45098039215686,0,0.0001,842,2.475139617919922
4326,37.46692813461539,1063,52,0.1,20.442307692307693,0,0.0001,862,2.925431489944458
4405,38.44535749056604,1082,53,0.1,20.41509433962264,0,0.0001,881,1.8011449575424194
4517,38.20060194444444,1110,54,0.1,20.555555555555557,0,0.0001,909,1.904840111732483
4615,37.888957090909095,1134,55,0.1,20.618181818181817,0,0.0001,933,2.971390962600708
4707,37.671300125,1156,56,0.1,20.642857142857142,0,0.0001,955,2.6499762535095215
4808,37.11991136842106,1181,57,0.1,20.719298245614034,0,0.0001,980,0.8755024075508118
4900,36.52395853448276,1204,58,0.1,20.75862068965517,0,0.0001,1003,4.970706939697266
4970,36.81655883050848,1221,59,0.1,20.694915254237287,0,0.0001,1020,2.2213704586029053
5037,37.73174331666667,1237,60,0.1,20.616666666666667,0,0.0001,1036,3.199143886566162
5107,37.84218791803279,1254,61,0.1,20.557377049180328,0,0.0001,1053,2.686070442199707
5196,37.43962474193549,1276,62,0.1,20.580645161290324,0,0.0001,1075,2.591322422027588
5267,36.92664320634921,1293,63,0.1,20.523809523809526,0,0.0001,1092,4.25161600112915
5363,37.056334640624996,1317,64,0.1,20.578125,0,0.0001,1116,2.367595672607422
5442,36.721466199999995,1336,65,0.1,20.553846153846155,0,0.0001,1135,3.0308480262756348
5516,36.208627196969694,1354,66,0.1,20.515151515151516,0,0.0001,1153,1.609629511833191
5586,36.39169464179104,1371,67,0.1,20.46268656716418,0,0.0001,1170,1.8832429647445679
5686,36.48969758823529,1396,68,0.1,20.529411764705884,0,0.0001,1195,2.1866073608398438
5757,37.36870589855072,1413,69,0.1,20.47826086956522,0,0.0001,1212,2.0290629863739014
5871,37.644760414285706,1441,70,0.1,20.585714285714285,0,0.0001,1240,4.110299110412598
5945,37.04811118309859,1459,71,0.1,20.549295774647888,0,0.0001,1258,1.1980944871902466
6011,36.60708270833334,1475,72,0.1,20.48611111111111,0,0.0001,1274,3.4860918521881104
6088,36.14482943835617,1494,73,0.1,20.465753424657535,0,0.0001,1293,2.0216119289398193
6166,36.174762864864874,1513,74,0.1,20.445945945945947,0,0.0001,1312,2.644895315170288
6237,36.09440518666668,1530,75,0.1,20.4,0,0.0001,1329,3.1686654090881348
6336,36.421984105263164,1555,76,0.1,20.460526315789473,0,0.0001,1354,1.7253233194351196
6422,36.00681967532468,1576,77,0.1,20.467532467532468,0,0.0001,1375,2.474364995956421
6535,36.03563194871795,1603,78,0.1,20.55128205128205,0,0.0001,1402,2.042013168334961
6632,36.053684405063294,1627,79,0.1,20.59493670886076,0,0.0001,1426,1.929382562637329
6702,36.0848663625,1644,80,0.1,20.55,0,0.0001,1443,2.161304473876953
6772,35.506120308641975,1661,81,0.1,20.506172839506174,0,0.0001,1460,3.065483331680298
6837,35.149282390243904,1677,82,0.1,20.451219512195124,0,0.0001,1476,2.976853609085083
6931,34.84474504819277,1700,83,0.1,20.481927710843372,0,0.0001,1499,4.276950359344482
6998,34.503000654761905,1716,84,0.1,20.428571428571427,0,0.0001,1515,2.0093445777893066
7091,34.66796662352941,1739,85,0.1,20.458823529411763,0,0.0001,1538,2.551037311553955
7200,34.95240579069767,1766,86,0.1,20.53488372093023,0,0.0001,1565,3.138202667236328
7282,34.59730852873563,1786,87,0.1,20.528735632183906,0,0.0001,1585,0.8685935139656067
7330,34.453708363636366,1797,88,0.1,20.420454545454547,0,0.0001,1596,2.9255106449127197
7418,34.099022988764055,1819,89,0.1,20.43820224719101,0,0.0001,1618,1.0894981622695923
7514,34.05216935555556,1843,90,0.1,20.477777777777778,0,0.0001,1642,0.8902525901794434
7603,33.751598142857155,1865,91,0.1,20.494505494505493,0,0.0001,1664,1.9024138450622559
7690,33.53537215217392,1886,92,0.1,20.5,0,0.0001,1685,1.698595643043518
7792,33.83066603225807,1912,93,0.1,20.559139784946236,0,0.0001,1711,1.3023415803909302
7859,33.49443929787235,1928,94,0.1,20.51063829787234,0,0.0001,1727,1.9975464344024658
7947,33.63312653684211,1950,95,0.1,20.526315789473685,0,0.0001,1749,1.7770323753356934
8051,33.55863982291667,1976,96,0.1,20.583333333333332,0,0.0001,1775,3.5784687995910645
8121,34.02407685567011,1993,97,0.1,20.54639175257732,0,0.0001,1792,3.734044313430786
8200,33.777795418367354,2013,98,0.1,20.540816326530614,0,0.0001,1812,1.832791805267334
8312,33.5642005959596,2041,99,0.1,20.616161616161616,0,0.0001,1840,2.2975568771362305
8390,33.72836803,2060,100,0.1,20.6,0,0.0001,1859,2.1210501194000244
8471,33.7034588,2080,101,0.1,20.6,0,0.0001,1879,2.7334823608398438
8569,33.2239357,2105,102,0.1,20.59,0,0.0001,1904,2.8334133625030518
8673,33.216149109999996,2131,103,0.1,20.68,0,0.0001,1930,2.590101480484009
8742,32.65432924,2147,104,0.1,20.64,0,0.0001,1946,2.4157333374023438
8811,32.15327247,2164,105,0.1,20.58,0,0.0001,1963,2.3265140056610107
8881,32.076635100000004,2181,106,0.1,20.59,0,0.0001,1980,3.287477970123291
8963,31.80343843,2201,107,0.1,20.62,0,0.0001,2000,2.460721492767334
9063,31.578276850000005,2226,108,0.1,20.61,0,0.0001,2025,1.8522968292236328
9177,31.42358536,2255,109,0.1,20.71,0,0.0001,2054,1.568827509880066
9242,31.65978826,2271,110,0.1,20.62,0,0.0001,2070,0.9488515853881836
9311,32.08200234,2288,111,0.1,20.56,0,0.0001,2087,1.754702091217041
9386,32.22017398,2306,112,0.1,20.48,0,0.0001,2105,2.3531317710876465
9455,32.22247959,2323,113,0.1,20.37,0,0.0001,2122,1.7260680198669434
9522,32.43920946,2339,114,0.1,20.36,0,0.0001,2138,1.8143603801727295
9576,32.38993185,2352,115,0.1,20.2,0,0.0001,2151,3.8711063861846924
9685,31.974694040000003,2379,116,0.1,20.3,0,0.0001,2178,2.4562230110168457
9788,32.524815770000004,2404,117,0.1,20.26,0,0.0001,2203,3.8326807022094727
9861,33.22871327,2422,118,0.1,20.17,0,0.0001,2221,2.0173487663269043
9916,33.217010849999994,2435,119,0.1,20.14,0,0.0001,2234,1.9376447200775146
10020,33.218460130000004,2461,120,0.1,20.23,0,0.0001,2260,1.3479591608047485
10086,33.85276821,2477,121,0.1,20.25,0,0.0001,2276,2.932140588760376
10157,33.02361664,2494,122,0.1,20.25,0,0.0001,2293,1.539959192276001
10249,33.08044639,2517,123,0.1,20.3,0,0.0001,2316,1.5176050662994385
10316,33.11646333,2533,124,0.1,20.26,0,0.0001,2332,4.008786678314209
10394,32.95556166,2552,125,0.1,20.28,0,0.0001,2351,2.7153820991516113
10453,33.144307190000006,2566,126,0.1,20.25,0,0.0001,2365,1.5989177227020264
10520,32.31393061,2582,127,0.1,20.24,0,0.0001,2381,2.0079197883605957
10629,32.484123059999995,2609,128,0.1,20.26,0,0.0001,2408,2.5309174060821533
10729,33.02550616999999,2634,129,0.1,20.3,0,0.0001,2433,2.5197818279266357
10829,32.64110867,2659,130,0.1,20.41,0,0.0001,2458,1.556939721107483
10895,32.63667491,2675,131,0.1,20.41,0,0.0001,2474,3.8166160583496094
10965,31.88751996,2692,132,0.1,20.38,0,0.0001,2491,2.313455581665039
11033,31.301952389999997,2708,133,0.1,20.27,0,0.0001,2507,2.621293544769287
11148,31.284271369999995,2736,134,0.1,20.25,0,0.0001,2535,1.2882038354873657
11256,31.50464195,2763,135,0.1,20.23,0,0.0001,2562,3.332484245300293
11350,31.866345870000004,2786,136,0.1,20.28,0,0.0001,2585,1.4165081977844238
11416,33.205444930000006,2802,137,0.1,20.28,0,0.0001,2601,1.7550848722457886
11515,33.24857456,2826,138,0.1,20.34,0,0.0001,2625,3.8758678436279297
11585,33.620940600000004,2843,139,0.1,20.35,0,0.0001,2642,1.703518271446228
11695,33.574666969999996,2870,140,0.1,20.35,0,0.0001,2669,1.3639562129974365
11778,33.40343229999999,2890,141,0.1,20.27,0,0.0001,2689,1.5677529573440552
11862,32.445357619999996,2911,142,0.1,20.31,0,0.0001,2710,2.424926519393921
11972,32.454559079999996,2939,143,0.1,20.36,0,0.0001,2738,3.013209581375122
12043,32.12946968999999,2956,144,0.1,20.29,0,0.0001,2755,2.2353157997131348
12112,32.0978776,2973,145,0.1,20.26,0,0.0001,2772,1.7095541954040527
12182,32.245136009999996,2990,146,0.1,20.27,0,0.0001,2789,1.7024846076965332
12286,32.61181425,3016,147,0.1,20.4,0,0.0001,2815,4.3326005935668945
12385,32.12974269,3041,148,0.1,20.48,0,0.0001,2840,2.9319612979888916
12456,31.219761509999998,3058,149,0.1,20.48,0,0.0001,2857,2.024536609649658
12518,31.64020674,3073,150,0.1,20.47,0,0.0001,2872,2.2624239921569824
12589,31.7420642,3090,151,0.1,20.47,0,0.0001,2889,1.3568353652954102
12692,31.835175689999996,3116,152,0.1,20.53,0,0.0001,2915,1.6587284803390503
12781,31.61717447,3137,153,0.1,20.55,0,0.0001,2936,2.22343373298645
12869,31.33567063,3158,154,0.1,20.48,0,0.0001,2957,2.310170888900757
12971,31.572797700000006,3183,155,0.1,20.49,0,0.0001,2982,1.3688422441482544
13080,31.645379430000002,3210,156,0.1,20.54,0,0.0001,3009,1.8526958227157593
13151,32.444436100000004,3227,157,0.1,20.46,0,0.0001,3026,1.8307839632034302
13278,32.678972540000004,3259,158,0.1,20.55,0,0.0001,3058,3.968902587890625
13337,32.92723350000001,3273,159,0.1,20.52,0,0.0001,3072,0.9914962649345398
13416,32.12164785,3292,160,0.1,20.55,0,0.0001,3091,1.6167794466018677
13498,32.135195180000004,3312,161,0.1,20.58,0,0.0001,3111,3.1188063621520996
13564,32.133462359999996,3328,162,0.1,20.52,0,0.0001,3127,1.3091741800308228
13632,32.54908004,3344,163,0.1,20.51,0,0.0001,3143,1.995908498764038
13698,32.065891519999994,3360,164,0.1,20.43,0,0.0001,3159,1.8257304430007935
13778,32.449544249999995,3380,165,0.1,20.44,0,0.0001,3179,2.5868778228759766
13857,32.547789529999996,3399,166,0.1,20.45,0,0.0001,3198,2.3905811309814453
13927,33.03459632,3416,167,0.1,20.45,0,0.0001,3215,1.5852833986282349
13993,33.062087580000004,3432,168,0.1,20.36,0,0.0001,3231,1.761366844177246
14110,32.38123077,3461,169,0.1,20.48,0,0.0001,3260,2.0614547729492188
14196,31.724387200000002,3482,170,0.1,20.41,0,0.0001,3281,1.929155945777893
14308,31.978131070000003,3510,171,0.1,20.51,0,0.0001,3309,1.882664680480957
14379,31.937906460000004,3527,172,0.1,20.52,0,0.0001,3326,1.655113697052002
14453,32.333072300000005,3544,173,0.1,20.5,0,0.0001,3343,2.7130420207977295
14563,32.07769675,3571,174,0.1,20.58,0,0.0001,3370,1.134986162185669
14636,32.69272919,3588,175,0.1,20.58,0,0.0001,3387,1.6460801362991333
14718,32.00267377000001,3608,176,0.1,20.53,0,0.0001,3407,2.0131804943084717
14814,32.80537537,3631,177,0.1,20.55,0,0.0001,3430,1.7999687194824219
14879,33.32909179,3648,178,0.1,20.45,0,0.0001,3447,2.480459451675415
14937,33.791462509999995,3666,179,0.1,20.39,0,0.0001,3465,2.6927921772003174
14996,33.66076304,3684,180,0.1,20.4,0,0.0001,3483,1.8760828971862793
15086,34.23162285,3712,181,0.1,20.51,0,0.0001,3511,2.7265188694000244
15164,34.668758569999994,3736,182,0.1,20.59,0,0.0001,3535,2.1220524311065674
15226,34.68290878,3755,183,0.1,20.55,0,0.0001,3554,1.1332917213439941
15277,34.91697265,3771,184,0.1,20.55,0,0.0001,3570,3.599365234375
15341,34.90718841999999,3791,185,0.1,20.52,0,0.0001,3590,1.3890528678894043
15432,34.58230985999999,3819,186,0.1,20.53,0,0.0001,3618,1.8047075271606445
15500,35.34579965999999,3839,187,0.1,20.53,0,0.0001,3638,4.967479705810547
15551,35.137139229999995,3855,188,0.1,20.58,0,0.0001,3654,4.091137886047363
15610,35.118775359999994,3873,189,0.1,20.54,0,0.0001,3672,1.6515535116195679
15667,35.57109608,3890,190,0.1,20.47,0,0.0001,3689,3.733253002166748
15719,36.45623576,3906,191,0.1,20.41,0,0.0001,3705,2.0537614822387695
15769,36.658028,3921,192,0.1,20.35,0,0.0001,3720,3.115936279296875
15853,36.64529141,3947,193,0.1,20.35,0,0.0001,3746,0.9761946201324463
15925,36.67137009,3969,194,0.1,20.41,0,0.0001,3768,2.351214647293091
15985,36.33100502,3987,195,0.1,20.37,0,0.0001,3786,2.2022218704223633
16040,36.49782352,4004,196,0.1,20.28,0,0.0001,3803,2.402125835418701
16104,35.794106230000004,4023,197,0.1,20.3,0,0.0001,3822,3.3269829750061035
16156,36.309954590000004,4039,198,0.1,20.26,0,0.0001,3838,2.36271071434021
16231,36.31274757,4063,199,0.1,20.22,0,0.0001,3862,3.9475975036621094
16301,36.21230563,4084,200,0.1,20.24,0,0.0001,3883,2.3084299564361572
16382,36.41966773,4110,201,0.1,20.3,0,0.0001,3909,1.7849690914154053
16434,36.94855266,4126,202,0.1,20.21,0,0.0001,3925,2.481018543243408
16517,36.715461749999996,4152,203,0.1,20.21,0,0.0001,3951,1.406742811203003
16599,36.88814368,4178,204,0.1,20.31,0,0.0001,3977,2.8928794860839844
16674,37.08844368,4201,205,0.1,20.37,0,0.0001,4000,1.9221580028533936
16760,37.6506819,4229,206,0.1,20.48,0,0.0001,4028,2.1820294857025146
16846,37.157593219999995,4256,207,0.1,20.55,0,0.0001,4055,2.2849135398864746
16922,37.615292589999996,4279,208,0.1,20.53,0,0.0001,4078,2.560945749282837
16993,38.01236773,4300,209,0.1,20.45,0,0.0001,4099,3.667544364929199
17081,37.997440780000005,4327,210,0.1,20.56,0,0.0001,4126,2.086888313293457
17134,38.034625770000005,4343,211,0.1,20.55,0,0.0001,4142,1.6397647857666016
17186,38.89504358,4359,212,0.1,20.53,0,0.0001,4158,1.843210220336914
17271,38.483586190000004,4386,213,0.1,20.63,0,0.0001,4185,1.2471107244491577
17343,37.84802795,4407,214,0.1,20.68,0,0.0001,4206,2.9823343753814697
17408,37.871675970000005,4427,215,0.1,20.75,0,0.0001,4226,3.2584891319274902
17460,37.81346692,4443,216,0.1,20.64,0,0.0001,4242,2.242685317993164
17528,37.706827350000005,4464,217,0.1,20.6,0,0.0001,4263,2.3086023330688477
17568,36.878805420000006,4476,218,0.1,20.54,0,0.0001,4275,2.382917881011963
17650,37.083064500000006,4501,219,0.1,20.66,0,0.0001,4300,1.863278865814209
17715,37.04230227,4521,220,0.1,20.6,0,0.0001,4320,1.776975393295288
17781,36.97810872,4540,221,0.1,20.63,0,0.0001,4339,1.8700082302093506
17850,37.14233550000001,4561,222,0.1,20.67,0,0.0001,4360,2.625603437423706
17919,36.81846411000001,4581,223,0.1,20.64,0,0.0001,4380,4.182767868041992
18004,36.46166456000001,4608,224,0.1,20.75,0,0.0001,4407,1.4090204238891602
18093,36.47289285000001,4636,225,0.1,20.84,0,0.0001,4435,2.5532937049865723
18148,36.682172650000005,4653,226,0.1,20.87,0,0.0001,4452,2.1432974338531494
18204,36.69398068,4670,227,0.1,20.88,0,0.0001,4469,2.4868528842926025
18256,36.51486108,4686,228,0.1,20.77,0,0.0001,4485,2.281475067138672
18313,36.038778240000006,4704,229,0.1,20.7,0,0.0001,4503,1.822821021080017
18365,36.36522507,4719,230,0.1,20.6,0,0.0001,4518,2.509904384613037
18420,36.26504095000001,4736,231,0.1,20.61,0,0.0001,4535,2.3868906497955322
18478,36.293423090000005,4754,232,0.1,20.62,0,0.0001,4553,1.6025691032409668
18539,36.62845096,4773,233,0.1,20.65,0,0.0001,4572,1.338449478149414
18624,36.257708,4799,234,0.1,20.63,0,0.0001,4598,2.9598422050476074
18685,36.259460090000005,4818,235,0.1,20.55,0,0.0001,4617,1.6289000511169434
18737,36.420066920000004,4834,236,0.1,20.48,0,0.0001,4633,1.6140663623809814
18827,35.63401373,4862,237,0.1,20.6,0,0.0001,4661,2.0049023628234863
18879,35.56202337,4878,238,0.1,20.52,0,0.0001,4677,2.192747116088867
18973,35.58237773,4907,239,0.1,20.64,0,0.0001,4706,2.8285410404205322
19045,35.00377513,4929,240,0.1,20.59,0,0.0001,4728,2.7438783645629883
19131,35.309023090000004,4955,241,0.1,20.65,0,0.0001,4754,1.913501262664795
19189,35.93983288,4973,242,0.1,20.62,0,0.0001,4772,2.5150339603424072
19259,36.23374413,4995,243,0.1,20.56,0,0.0001,4794,3.0181021690368652
19311,37.006649859999996,5011,244,0.1,20.55,0,0.0001,4810,3.098721742630005
19388,37.03184128,5035,245,0.1,20.62,0,0.0001,4834,1.6272025108337402
19439,36.99961684,5051,246,0.1,20.61,0,0.0001,4850,1.3270480632781982
19524,36.77294737,5078,247,0.1,20.62,0,0.0001,4877,3.0441625118255615
19605,36.65231491,5102,248,0.1,20.61,0,0.0001,4901,1.440192461013794
19677,37.163964269999994,5125,249,0.1,20.67,0,0.0001,4924,3.5885632038116455
19748,36.619387520000004,5147,250,0.1,20.74,0,0.0001,4946,0.7776709198951721
19833,36.71973557,5173,251,0.1,20.83,0,0.0001,4972,1.7646132707595825
19887,37.57473,5190,252,0.1,20.74,0,0.0001,4989,2.0833773612976074
19972,37.45331236,5217,253,0.1,20.8,0,0.0001,5016,1.5469756126403809
20041,37.92913593,5238,254,0.1,20.8,0,0.0001,5037,2.271576404571533
20097,37.61845772,5255,255,0.1,20.72,0,0.0001,5054,2.1124308109283447
20178,37.74675307,5280,256,0.1,20.7,0,0.0001,5079,2.4043145179748535
20231,37.74164848,5296,257,0.1,20.69,0,0.0001,5095,2.813833236694336
20290,37.60326185,5314,258,0.1,20.55,0,0.0001,5113,1.3300598859786987
20346,36.93239888000001,5331,259,0.1,20.58,0,0.0001,5130,1.7854441404342651
20399,37.02666551,5347,260,0.1,20.55,0,0.0001,5146,2.531245470046997
20479,37.0350306,5372,261,0.1,20.6,0,0.0001,5171,2.22937273979187
20531,37.72283476999999,5388,262,0.1,20.6,0,0.0001,5187,2.5690481662750244
20627,37.71130898999999,5418,263,0.1,20.74,0,0.0001,5217,1.778583288192749
20712,37.975751259999996,5445,264,0.1,20.85,0,0.0001,5244,2.4840540885925293
20763,37.492287909999995,5461,265,0.1,20.81,0,0.0001,5260,2.332197666168213
20833,37.34401524999999,5482,266,0.1,20.83,0,0.0001,5281,4.260529041290283
20913,36.36570791,5507,267,0.1,20.91,0,0.0001,5306,2.421445369720459
20992,35.87584792,5531,268,0.1,20.99,0,0.0001,5330,1.7333993911743164
21071,36.09833499,5555,269,0.1,20.94,0,0.0001,5354,2.669147491455078
21149,36.15843027,5580,270,0.1,20.98,0,0.0001,5379,2.881897211074829
21212,36.37364398,5599,271,0.1,20.89,0,0.0001,5398,3.4272806644439697
21289,36.41097289,5623,272,0.1,20.96,0,0.0001,5422,3.17956280708313
21341,36.118443219999996,5639,273,0.1,20.95,0,0.0001,5438,2.5451557636260986
21392,36.586798589999994,5655,274,0.1,20.84,0,0.0001,5454,3.580308675765991
21470,35.99235999,5679,275,0.1,20.91,0,0.0001,5478,2.6388344764709473
21524,36.180813109999995,5695,276,0.1,20.87,0,0.0001,5494,2.885586738586426
21624,35.55496949999999,5727,277,0.1,20.96,0,0.0001,5526,3.0989718437194824
21708,34.99709749999999,5753,278,0.1,21.05,0,0.0001,5552,2.2914795875549316
21760,35.171332879999994,5769,279,0.1,21.03,0,0.0001,5568,3.559459686279297
21832,35.384589,5791,280,0.1,21.07,0,0.0001,5590,1.5945080518722534
21907,35.26892084,5815,281,0.1,21.03,0,0.0001,5614,1.9330158233642578
21992,35.29552925,5842,282,0.1,21.06,0,0.0001,5641,2.445298910140991
22049,35.30794814,5860,283,0.1,21.05,0,0.0001,5659,2.6736278533935547
22135,35.43670364,5887,284,0.1,21.16,0,0.0001,5686,2.116276264190674
22214,35.3286384,5912,285,0.1,21.21,0,0.0001,5711,4.799994945526123
22289,35.484313590000006,5936,286,0.1,21.17,0,0.0001,5735,2.029956340789795
22348,34.814486970000004,5954,287,0.1,21.15,0,0.0001,5753,1.7021406888961792
22429,35.24612329000001,5979,288,0.1,21.24,0,0.0001,5778,1.8118202686309814
22503,35.75579049,6002,289,0.1,21.29,0,0.0001,5801,3.1554207801818848
22581,35.461083040000005,6027,290,0.1,21.37,0,0.0001,5826,2.698164939880371
22651,34.51844572,6049,291,0.1,21.43,0,0.0001,5848,2.409756898880005
22738,34.378710690000005,6076,292,0.1,21.55,0,0.0001,5875,4.754710674285889
22823,34.395851359999995,6102,293,0.1,21.55,0,0.0001,5901,3.8579843044281006
22911,34.78729275,6130,294,0.1,21.61,0,0.0001,5929,1.3493173122406006
22999,35.22372257999999,6158,295,0.1,21.71,0,0.0001,5957,3.571967601776123
23065,35.2311183,6178,296,0.1,21.74,0,0.0001,5977,3.153470993041992
23149,35.553529219999994,6204,297,0.1,21.81,0,0.0001,6003,1.2924208641052246
23224,35.373475739999996,6227,298,0.1,21.88,0,0.0001,6026,1.6659157276153564
23276,35.57915139,6243,299,0.1,21.8,0,0.0001,6042,1.8080594539642334
23318,35.5799848,6255,300,0.1,21.71,0,0.0001,6054,2.192373752593994
23364,35.484680999999995,6269,301,0.1,21.59,0,0.0001,6068,3.439283847808838
23406,34.86459017,6281,302,0.1,21.55,0,0.0001,6080,4.393457889556885
23479,34.693266369999996,6304,303,0.1,21.52,0,0.0001,6103,3.4691615104675293
23555,34.68725926,6328,304,0.1,21.5,0,0.0001,6127,2.923086166381836
23626,34.93552564,6350,305,0.1,21.49,0,0.0001,6149,1.5225985050201416
23715,34.44647599,6378,306,0.1,21.49,0,0.0001,6177,2.0636157989501953
23770,34.967099059999995,6395,307,0.1,21.39,0,0.0001,6194,2.0009307861328125
23846,34.790444539999996,6419,308,0.1,21.4,0,0.0001,6218,1.7934455871582031
23887,34.506736159999996,6431,309,0.1,21.31,0,0.0001,6230,2.851304054260254
23975,34.49460347,6459,310,0.1,21.32,0,0.0001,6258,2.2276611328125
24046,33.63488248,6481,311,0.1,21.38,0,0.0001,6280,2.1570746898651123
24086,33.27872945000001,6493,312,0.1,21.34,0,0.0001,6292,1.6849794387817383
24169,33.61903515,6519,313,0.1,21.33,0,0.0001,6318,3.2837629318237305
24221,33.844909460000004,6535,314,0.1,21.28,0,0.0001,6334,2.303497076034546
24276,33.80181073,6552,315,0.1,21.25,0,0.0001,6351,2.5314712524414062
24328,34.02659254,6568,316,0.1,21.25,0,0.0001,6367,2.824646472930908
24401,33.73649368,6591,317,0.1,21.27,0,0.0001,6390,2.9248971939086914
24461,33.68086424,6609,318,0.1,21.33,0,0.0001,6408,1.8656495809555054
24516,33.87132546,6626,319,0.1,21.25,0,0.0001,6425,1.477059006690979
24609,34.46562441,6656,320,0.1,21.35,0,0.0001,6455,2.6141445636749268
24664,33.923308649999996,6672,321,0.1,21.32,0,0.0001,6471,3.878667116165161
24735,33.72779036,6694,322,0.1,21.33,0,0.0001,6493,2.9323060512542725
24814,34.05133883,6719,323,0.1,21.38,0,0.0001,6518,2.4460294246673584
24866,34.83886684,6735,324,0.1,21.27,0,0.0001,6534,1.528808355331421
24918,34.44634974,6751,325,0.1,21.15,0,0.0001,6550,4.368583679199219
24974,34.39841523,6768,326,0.1,21.15,0,0.0001,6567,3.6125617027282715
25025,35.30803722,6784,327,0.1,21.14,0,0.0001,6583,3.1565144062042236
25077,36.159165470000005,6800,328,0.1,21.14,0,0.0001,6599,1.9559494256973267
25152,36.489726100000006,6823,329,0.1,21.19,0,0.0001,6622,3.5143277645111084
25204,36.789119940000006,6839,330,0.1,21.2,0,0.0001,6638,3.1587178707122803
25250,36.76437948000001,6853,331,0.1,21.17,0,0.0001,6652,1.477164626121521
25305,37.177210560000006,6870,332,0.1,21.16,0,0.0001,6669,2.661501884460449
25366,37.106440549999995,6889,333,0.1,21.16,0,0.0001,6688,1.9403935670852661
25420,37.50740919,6905,334,0.1,21.06,0,0.0001,6704,2.356903553009033
25472,38.03979268999999,6921,335,0.1,21.03,0,0.0001,6720,2.3160791397094727
25535,37.83790208999999,6940,336,0.1,21.06,0,0.0001,6739,2.9917283058166504
25605,37.945269509999996,6961,337,0.1,20.99,0,0.0001,6760,3.0634894371032715
25691,38.39050893,6989,338,0.1,21.11,0,0.0001,6788,3.3266587257385254
25744,38.92003094,7005,339,0.1,20.98,0,0.0001,6804,1.4854633808135986
25829,39.29464389,7032,340,0.1,21.03,0,0.0001,6831,2.5288119316101074
25885,39.312497089999994,7049,341,0.1,20.94,0,0.0001,6848,3.91918683052063
25956,38.687731400000004,7071,342,0.1,20.98,0,0.0001,6870,3.5622780323028564
26039,38.429819759999994,7097,343,0.1,21.02,0,0.0001,6896,1.7569658756256104
26113,37.85725109999999,7120,344,0.1,21.09,0,0.0001,6919,2.6668028831481934
26198,37.97496835,7147,345,0.1,21.12,0,0.0001,6946,3.1552655696868896
26268,37.48817699,7168,346,0.1,21.17,0,0.0001,6967,1.9815714359283447
26362,37.58539204,7198,347,0.1,21.2,0,0.0001,6997,2.9339349269866943
26417,37.84035014999999,7215,348,0.1,21.13,0,0.0001,7014,4.220884799957275
26507,37.78735226,7243,349,0.1,21.18,0,0.0001,7042,3.555711269378662
26582,37.98914029,7267,350,0.1,21.2,0,0.0001,7066,1.3783235549926758
26663,38.34871247,7292,351,0.1,21.19,0,0.0001,7091,3.336097002029419
26747,37.95037082,7319,352,0.1,21.29,0,0.0001,7118,2.97823166847229
26823,37.948658099999996,7343,353,0.1,21.26,0,0.0001,7142,4.38681173324585
26880,37.54731626,7360,354,0.1,21.22,0,0.0001,7159,2.600003242492676
26939,38.16169136,7378,355,0.1,21.23,0,0.0001,7177,1.7203434705734253
26989,38.07457579999999,7393,356,0.1,21.13,0,0.0001,7192,3.416729211807251
27047,37.34136194999999,7411,357,0.1,21.15,0,0.0001,7210,3.244387626647949
27135,37.80209512,7438,358,0.1,21.24,0,0.0001,7237,1.4498342275619507
27187,37.96953118,7454,359,0.1,21.23,0,0.0001,7253,3.3655519485473633
27243,38.18101849,7471,360,0.1,21.24,0,0.0001,7270,2.2460057735443115
27303,37.82781641,7490,361,0.1,21.18,0,0.0001,7289,2.953657865524292
27379,37.47405992,7514,362,0.1,21.26,0,0.0001,7313,2.074069023132324
27425,37.14486794,7528,363,0.1,21.1,0,0.0001,7327,2.749574661254883
27497,37.30101576,7549,364,0.1,21.04,0,0.0001,7348,2.0261189937591553
27573,37.662431489999996,7573,365,0.1,21.12,0,0.0001,7372,3.214960813522339
27636,37.66868918000001,7592,366,0.1,21.1,0,0.0001,7391,2.535923480987549
27688,38.69237597,7608,367,0.1,21.01,0,0.0001,7407,2.6331536769866943
27744,39.20363841,7625,368,0.1,20.94,0,0.0001,7424,2.9280881881713867
27796,39.64273701,7641,369,0.1,20.86,0,0.0001,7440,2.397630453109741
27863,40.16238146,7662,370,0.1,20.82,0,0.0001,7461,2.3089849948883057
27918,39.871108219999996,7679,371,0.1,20.8,0,0.0001,7478,2.0788636207580566
27973,40.78649391999999,7696,372,0.1,20.73,0,0.0001,7495,2.132100820541382
28040,41.125572649999995,7716,373,0.1,20.77,0,0.0001,7515,3.171201705932617
28096,41.41585552999999,7733,374,0.1,20.78,0,0.0001,7532,2.455083131790161
